email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
rhalter@konmatfix.com,2,15.3,47.4
rharoldson@yearin.com,3,26.9,32.1
rhauenstein@rangreen.com,3,23.9,26.6
rhaufler@faxquote.com,1,18.8,42.0
rhaufler@faxquote.com,2,26.7,39.3
rhaufler@faxquote.com,3,23.1,44.9
rhaufler@ron-tech.com,1,25.1,44.3
rhaufler@sonron.com,1,24.6,41.5
rhaufler@stanredtax.com,1,19.4,34.7
rhaufler@stanredtax.com,2,28.9,46.5
rhiatt@zathunicon.com,1,27.4,51.6
rhiatt@zathunicon.com,3,20.8,38.3
rhochard@plussunin.com,3,22.4,44.6
rhollack@labdrill.com,2,20.7,28.5
rinouye@rundofase.com,2,22.4,51.8
rinouye@rundofase.com,4,25.6,39.0
rinouye@rundofase.com,5,27.4,49.6
rinouye@rundofase.com,6,16.6,43.0
rjacobos@sunnamplex.com,1,17.2,51.2
rjacobos@sunnamplex.com,3,19.6,42.5
rjayson@scottech.com,1,22.9,37.4
rjayson@scottech.com,4,18.6,46.5
rjulia@streethex.com,1,22.7,41.6
rkaniecki@openlane.com,1,15.4,35.5
rkeneipp@konex.com,1,22.0,42.0
rkippley@y-corporation.com,1,30.4,36.2
rkippley@zotware.com,3,20.5,41.7
rkoppinger@newex.com,1,30.5,51.8
rkoppinger@newex.com,2,27.9,46.2
rkoppinger@newex.com,5,17.4,56.4
rkulzer@golddex.com,1,25.2,41.8
rlacovara@green-plus.com,3,22.4,34.5
rlary@j-texon.com,2,30.0,42.9
rlawler@conecom.com,1,26.3,31.4
rlayous@conecom.com,3,19.6,48.3
rlietz@betatech.com,1,14.3,55.4
rlietz@isdom.com,1,23.2,50.2
rlimmel@singletechno.com,4,20.5,30.6
rlindall@ron-tech.com,1,20.1,32.8
rlindall@ron-tech.com,2,22.1,42.1
rlindall@ron-tech.com,4,18.9,63.9
rlizama@zotware.com,6,17.2,55.9
rmai@kinnamplus.com,1,18.6,54.2
rmai@kinnamplus.com,4,19.1,50.0
rmalet@toughzap.com,1,23.2,45.2
rmalvin@betatech.com,1,21.1,46.3
rmarrier@treequote.com,1,30.2,37.5
rmartabano@plexzap.com,3,23.9,33.2
rmartabano@plexzap.com,5,20.5,55.5
rmartabano@plexzap.com,6,26.0,61.4
rmeinerding@toughzap.com,5,19.2,32.1
rmenter@inity.com,1,19.7,54.2
rmenter@inity.com,3,23.4,44.3
rmerced@doncon.com,2,25.0,36.6
rmerced@doncon.com,3,17.9,50.8
rmerced@kinnamplus.com,1,24.9,55.2
rmonarrez@lexiqvolax.com,2,21.9,30.8
rmonarrez@lexiqvolax.com,3,20.0,54.1
rmonarrez@sonron.com,2,22.2,38.5
rmonarrez@sonron.com,8,21.8,53.0
rmonterrubio@funholding.com,1,25.2,65.2
rmonterrubio@iselectrics.com,1,21.3,29.2
rmorocco@donquadtech.com,1,22.5,38.7
rmunns@streethex.com,1,21.2,35.9
rnachor@ron-tech.com,1,21.1,42.7
rnayar@iselectrics.com,3,20.3,32.2
rnestle@rundofase.com,1,14.2,38.4
rnestle@scotfind.com,3,24.4,49.2
rnunlee@labdrill.com,1,14.8,37.0
rostrosky@stanredtax.com,1,25.9,32.4
rpaa@mathtouch.com,1,20.5,48.8
rpaa@mathtouch.com,2,22.2,52.9
rpagliuca@j-texon.com,1,24.0,41.5
rpagliuca@j-texon.com,3,24.3,50.5
rpaskin@silis.com,1,25.2,51.9
rpaskin@silis.com,4,20.9,34.9
rpaskin@silis.com,5,18.2,53.7
rpaskin@silis.com,6,25.5,36.4
rpaskin@silis.com,7,24.7,48.1
rpelkowski@golddex.com,1,20.3,40.6
rperin@codehow.com,2,21.7,33.0
rperin@scottech.com,1,28.7,18.4
rperin@scottech.com,2,22.3,62.7
rperin@scottech.com,5,29.2,31.4
rperin@scottech.com,6,17.5,58.5
rperruzza@green-plus.com,2,26.7,57.8
rpoquette@bioholding.com,1,26.4,49.1
rpugh@gogozoom.com,2,18.3,57.7
rpugh@gogozoom.com,4,21.3,42.2
rragel@silis.com,3,18.9,43.8
rrhoden@scottech.com,1,24.5,52.0
rrhoden@scottech.com,2,28.6,49.5
rrhoden@y-corporation.com,2,23.5,44.2
rrhoden@y-corporation.com,4,16.9,42.1
rrhoden@y-corporation.com,5,25.2,36.6
rrhym@ontomedia.com,3,28.1,47.5
rriopelle@silis.com,3,21.2,51.1
rrulapaugh@xx-holding.com,1,24.3,30.7
rscheyer@scotfind.com,1,25.7,58.5
rschieler@donware.com,1,20.5,50.7
rscipione@codehow.com,3,22.4,25.9
rscriven@isdom.com,1,18.0,34.7
rshin@golddex.com,4,19.1,45.5
rsilvestrini@hatfan.com,1,18.0,33.4
rskulski@dontechi.com,1,31.8,37.5
rstaback@faxquote.com,1,27.3,61.5
rsteffensmeier@xx-holding.com,1,18.2,47.3
rstem@inity.com,1,21.4,50.7
rstem@inity.com,2,24.4,52.1
rstem@inity.com,3,26.1,38.6
rstenseth@j-texon.com,2,23.1,35.4
rstoltzman@y-corporation.com,2,20.2,29.5
rstuer@zumgoity.com,3,23.2,43.3
rstuer@zumgoity.com,4,23.4,51.4
rsturiale@funholding.com,2,21.1,60.3
rsturiale@funholding.com,3,25.8,26.2
rsturiale@y-corporation.com,3,17.8,41.2
rsturiale@y-corporation.com,6,19.8,46.9
rsuell@y-corporation.com,1,19.2,49.5
rsuell@y-corporation.com,3,21.3,46.3
rswayze@fasehatice.com,2,25.8,27.4
rsweely@zoomit.com,3,22.3,48.1
rtegarden@scottech.com,1,16.6,46.6
rtegarden@silis.com,3,20.3,14.6
rtheodorov@openlane.com,1,23.7,43.4
rtheodorov@openlane.com,2,16.3,40.0
rtheodorov@openlane.com,3,22.5,46.9
rtheodorov@openlane.com,4,27.4,42.4
rtheodorov@streethex.com,2,20.4,44.8
rtomblin@faxquote.com,2,13.4,39.0
rtoyama@dontechi.com,1,22.3,36.7
rtoyama@dontechi.com,3,20.1,44.1
rvanausdal@toughzap.com,1,13.3,32.0
rvarriano@betasoloin.com,3,13.0,34.5
rventura@condax.com,3,19.0,32.3
rvonasek@newex.com,2,22.6,32.9
rvonasek@newex.com,4,26.2,43.8
rvonasek@newex.com,5,22.1,44.3
rvonasek@newex.com,7,20.6,35.3
rvonasek@newex.com,8,29.3,52.6
rwalthall@gogozoom.com,3,25.2,38.5
rwaycott@j-texon.com,1,21.4,37.9
rwenzinger@zathunicon.com,3,20.7,57.7
rworlds@singletechno.com,3,19.0,43.2
rworlds@singletechno.com,6,21.7,44.9
rworlds@singletechno.com,8,26.6,47.1
rworlds@zoomit.com,4,20.4,56.1
rworlds@zoomit.com,9,19.9,46.5
ryaw@sonron.com,1,19.5,28.5
ryaw@sonron.com,3,20.2,36.4
rzurcher@scotfind.com,3,20.0,49.6
sadkin@codehow.com,1,27.1,47.0
sadkin@codehow.com,3,24.5,58.0
sadkin@ontomedia.com,2,25.7,43.4
sagramonte@donquadtech.com,1,13.1,51.4
sagramonte@donquadtech.com,4,24.1,32.5
sagramonte@donquadtech.com,6,19.0,48.1
sagramonte@groovestreet.com,1,19.8,48.8
salbares@donware.com,1,18.0,59.6
samigon@labdrill.com,1,25.5,46.7
sandreason@goodsilron.com,1,20.3,32.1
sandreason@goodsilron.com,3,19.9,23.8
sandreason@scotfind.com,2,24.4,34.2
sandreason@scotfind.com,3,19.8,37.8
sangalich@faxquote.com,1,22.3,43.2
sangalich@stanredtax.com,2,23.8,44.6
sangalich@stanredtax.com,3,21.3,36.7
sauber@ontomedia.com,1,26.1,50.7
sbachman@xx-holding.com,1,16.3,36.8
sbachman@xx-holding.com,3,25.4,44.0
sbarfield@kan-code.com,3,27.0,59.0
sbennick@lexiqvolax.com,1,20.8,23.3
sberganza@betatech.com,3,24.9,44.3
sberganza@donquadtech.com,4,21.4,45.5
sberlanga@rangreen.com,1,26.4,56.2
sberlanga@rangreen.com,2,22.4,52.0
sberlanga@rantouch.com,1,18.5,43.1
sberlanga@rantouch.com,2,24.4,40.6
sbevelacqua@konmatfix.com,2,20.1,55.0
sbirkner@toughzap.com,1,21.8,47.8
sbirkner@toughzap.com,3,29.4,43.2
sblunk@ganjaflex.com,2,27.4,53.7
sblunk@ganjaflex.com,5,31.4,42.1
sbolognia@sunnamplex.com,1,12.7,33.7
sbookamer@doncon.com,1,18.2,34.8
sbookamer@green-plus.com,1,26.7,41.5
sbookamer@green-plus.com,3,25.5,48.8
sboord@doncon.com,3,25.2,29.1
sboulter@finhigh.com,1,22.1,60.5
sboulter@finhigh.com,2,19.8,43.2
sbourbon@fasehatice.com,1,17.3,34.5
sbowley@donware.com,1,24.2,36.8
sbowley@donware.com,3,23.0,57.7
sbreland@newex.com,1,25.2,28.1
sbreland@newex.com,4,25.2,39.4
sbruschke@toughzap.com,3,22.9,38.6
sbuemi@dalttechnology.com,1,29.2,52.6
scaldarera@treequote.com,4,21.3,41.5
scaldarera@treequote.com,5,24.7,43.9
scartan@streethex.com,1,24.9,41.9
scartan@treequote.com,1,21.7,57.0
scentini@ron-tech.com,4,23.1,50.8
schaffins@golddex.com,2,18.0,54.3
schaffins@golddex.com,3,19.6,49.1
schesterfield@zencorporation.com,1,15.5,54.5
scloney@konmatfix.com,2,27.7,34.0
scloney@konmatfix.com,3,27.9,27.1
scolaizzo@dambase.com,1,22.7,56.2
scolaizzo@dambase.com,3,17.6,29.1
scomnick@zencorporation.com,3,20.8,47.0
scorrington@donware.com,3,25.0,36.1
scorrington@donware.com,5,21.0,43.9
scorrington@goodsilron.com,3,15.6,53.2
sdegroot@hatfan.com,2,27.4,44.3
sdeleo@streethex.com,1,20.3,41.6
sdeleo@streethex.com,3,18.4,46.2
sdevreese@streethex.com,5,33.7,46.3
sdewar@sonron.com,1,16.5,48.2
sduenas@cancity.com,3,23.6,23.8
sduenas@plussunin.com,2,26.0,44.4
sduenas@plussunin.com,4,15.6,29.6
sehmann@labdrill.com,2,21.9,40.5
semigh@finjob.com,3,19.9,46.3
sengelberg@rundofase.com,1,12.5,30.8
sengelberg@sunnamplex.com,3,20.4,46.1
sfallick@warephase.com,1,25.1,31.7
sfallick@warephase.com,2,22.5,39.8
sfelger@fasehatice.com,1,24.9,36.9
sfelger@fasehatice.com,3,22.4,49.4
sfelger@fasehatice.com,4,19.3,34.0
sfelger@plusstrip.com,3,18.6,46.0
sferrario@dalttechnology.com,1,28.1,52.6
sferrario@inity.com,1,23.3,54.7
sfillingim@finjob.com,1,20.9,39.4
sflosi@goodsilron.com,3,25.7,45.8
sflosi@goodsilron.com,4,25.9,40.3
sfrankel@fasehatice.com,1,21.1,51.6
sfrankel@fasehatice.com,2,28.4,42.2
sfunnell@newex.com,3,29.0,41.4
sgarufi@rundofase.com,1,18.5,32.3
sgehrett@dontechi.com,4,23.2,37.9
sgehrett@dontechi.com,5,16.3,39.0
sgehrett@dontechi.com,7,20.8,62.1
sgellinger@rundofase.com,1,24.4,32.7
sgibes@rantouch.com,4,21.9,50.3
sgillian@silis.com,4,23.5,45.4
sgleich@doncon.com,1,18.5,31.1
sgleich@doncon.com,2,23.0,49.6
sgleich@doncon.com,3,15.6,23.6
sgoldammer@j-texon.com,1,14.0,33.8
sgoldammer@silis.com,2,16.7,60.2
sgoldammer@silis.com,3,20.1,49.7
sgoldammer@silis.com,4,17.3,39.3
sgrenet@sonron.com,1,21.5,46.5
sgrenet@sonron.com,2,20.4,64.6
shalter@groovestreet.com,6,29.5,48.3
shalter@zathunicon.com,1,25.6,39.0
shamilton@conecom.com,3,25.1,32.9
sharoldson@sonron.com,1,15.0,50.0
shauenstein@scotfind.com,2,17.9,33.7
shauenstein@scotfind.com,7,19.6,36.4
shirpara@betatech.com,2,23.7,41.2
shirpara@betatech.com,3,33.9,50.6
shirpara@cancity.com,1,16.6,62.4
shirpara@cancity.com,3,16.9,44.1
shochard@ganjaflex.com,1,21.4,43.7
shochard@ganjaflex.com,4,26.6,40.5
shoogland@scottech.com,2,10.4,38.9
shoogland@scottech.com,3,20.1,34.2
shusser@streethex.com,1,20.5,48.7
sisaacs@betatech.com,3,20.6,24.0
sisaacs@betatech.com,4,21.0,42.1
sjulia@openlane.com,2,22.4,55.9
sjulia@openlane.com,3,26.9,46.2
sjuvera@year-job.com,1,24.8,46.1
skaniecki@xx-zobam.com,2,24.6,24.8
skeetch@scotfind.com,1,20.6,45.2
skiel@sumace.com,1,17.9,37.7
skiel@sumace.com,2,19.4,49.4
skiel@zoomit.com,2,25.9,43.0
skines@donquadtech.com,5,25.7,47.4
skitzman@fasehatice.com,1,23.4,55.3
skitzman@fasehatice.com,2,21.4,38.0
skitzman@fasehatice.com,3,24.4,48.4
sklimek@golddex.com,1,20.6,26.4
sklimek@golddex.com,3,17.2,37.5
sklimek@golddex.com,4,21.8,50.3
skolmetz@rangreen.com,1,19.9,24.9
skolmetz@rangreen.com,2,27.7,27.9
skorando@codehow.com,2,17.2,54.3
sleinenbach@plussunin.com,3,19.5,38.9
slinahan@toughzap.com,2,19.5,39.7
slindall@rundofase.com,1,23.9,35.4
sloder@kan-code.com,2,19.0,45.8
sloder@kan-code.com,3,18.7,53.1
slorens@openlane.com,2,23.0,49.3
slorens@openlane.com,4,19.0,55.6
slorens@openlane.com,5,22.3,54.8
slouissant@lexiqvolax.com,1,17.5,60.5
slouissant@lexiqvolax.com,2,25.1,42.2
slouissant@lexiqvolax.com,3,21.4,52.2
slouissant@lexiqvolax.com,4,21.5,28.0
sluczki@cancity.com,2,25.1,61.6
sluczki@codehow.com,2,23.2,54.6
sluczki@codehow.com,3,20.1,43.7
slukasik@finjob.com,1,20.0,49.1
smaisto@sonron.com,5,22.2,40.6
smaisto@sonron.com,6,13.2,54.2
smalet@golddex.com,4,15.8,29.8
smalet@golddex.com,6,20.1,37.0
smanno@sonron.com,2,20.0,44.7
smanno@sonron.com,4,19.1,49.3
smastella@condax.com,2,28.8,24.5
smastella@condax.com,6,18.7,47.2
smauson@opentech.com,1,23.5,46.7
smaynerich@newex.com,2,26.2,59.1
smaynerich@newex.com,3,25.6,52.9
smiro@konex.com,3,24.3,56.5
smonarrez@blackzim.com,1,20.8,44.2
smonarrez@rantouch.com,2,21.5,58.7
smonarrez@rantouch.com,3,17.2,45.3
smonarrez@rantouch.com,6,13.2,41.8
smonterrubio@ganjaflex.com,1,26.2,37.9
smonterrubio@ganjaflex.com,3,26.7,37.8
smotley@newex.com,3,23.8,53.9
smulqueen@lexiqvolax.com,3,26.7,45.4
smunns@betatech.com,2,21.7,55.4
snayar@plussunin.com,2,24.7,63.7
snayar@plussunin.com,3,23.1,29.2
snicka@doncon.com,3,19.9,40.2
snicolozakes@plussunin.com,3,20.0,47.1
sogg@donware.com,1,26.5,64.4
sogg@donware.com,2,23.1,38.2
sogg@donware.com,4,23.5,54.0
sogg@donware.com,5,26.1,50.7
sonofrio@kinnamplus.com,1,21.9,47.2
spapasergi@statholdings.com,2,18.1,32.7
sparlato@streethex.com,1,26.0,49.8
sparlato@zumgoity.com,3,22.0,49.1
spedrozo@conecom.com,1,17.9,48.4
spedrozo@conecom.com,2,26.2,50.4
spedrozo@conecom.com,3,16.6,57.5
sperin@scottech.com,2,18.1,41.6
sperin@silis.com,1,21.7,39.5
sperin@silis.com,3,19.1,31.3
sperin@silis.com,4,21.1,41.4
sperruzza@kinnamplus.com,1,28.6,27.0
sperruzza@kinnamplus.com,4,22.9,40.0
sperruzza@kinnamplus.com,5,25.1,36.8
spolidori@year-job.com,2,24.4,38.1
spolidori@zathunicon.com,2,34.1,27.3
spontoriero@konex.com,3,24.7,47.5
spoquette@funholding.com,3,20.5,28.7
spoquette@funholding.com,4,24.0,41.6
spoquette@funholding.com,5,25.6,53.5
spoquette@funholding.com,12,24.4,32.8
spoquette@green-plus.com,1,19.9,40.2
spoullion@fasehatice.com,3,25.7,45.0
sragel@kinnamplus.com,2,19.1,46.8
sragel@kinnamplus.com,3,19.8,49.1
sreitler@bioholding.com,1,22.4,55.5
srentfro@fasehatice.com,1,19.5,27.9
srentfro@fasehatice.com,2,21.0,44.5
srestrepo@bioplex.com,3,24.6,58.5
srhymes@iselectrics.com,2,19.6,38.0
srhymes@iselectrics.com,3,12.3,44.9
sriopelle@opentech.com,4,18.0,53.7
sriopelle@opentech.com,6,18.0,43.6
srochin@kinnamplus.com,1,19.5,31.3
srochin@kinnamplus.com,2,18.0,46.4
srochin@kinnamplus.com,3,25.6,58.8
srodefer@faxquote.com,1,19.0,43.7
srodefer@faxquote.com,2,22.7,52.5
ssamu@plexzap.com,2,18.6,55.0
ssamu@plexzap.com,3,24.4,57.6
ssaulter@sonron.com,3,22.9,40.3
ssayaphon@rangreen.com,2,26.0,19.1
ssaylors@j-texon.com,3,24.6,49.8
sscheyer@stanredtax.com,2,21.2,55.1
sschieler@opentech.com,1,23.5,43.3
sschieler@opentech.com,2,16.3,38.6
sschmaltz@ron-tech.com,4,24.3,48.0
sschmaltz@xx-holding.com,1,21.9,32.8
sschmaltz@zencorporation.com,3,20.7,57.3
sseewald@isdom.com,2,22.9,41.4
ssengbusch@yearin.com,5,24.0,51.7
sshadrick@dontechi.com,2,22.4,47.0
sshields@isdom.com,1,27.0,30.7
sshinko@iselectrics.com,1,26.6,30.4
ssilvestrini@sonron.com,2,27.9,47.1
ssilvestrini@sonron.com,3,20.9,50.0
ssimilton@conecom.com,2,24.4,43.2
ssimilton@conecom.com,3,18.1,50.4
ssimilton@conecom.com,5,18.2,36.8
sskursky@gogozoom.com,2,17.3,45.4
sskursky@openlane.com,2,15.0,50.3
sskursky@openlane.com,3,19.7,48.6
sslayton@opentech.com,3,30.4,36.1
sslayton@opentech.com,4,15.7,36.8
sslusarski@bioholding.com,2,15.4,48.4
sslusarski@bioholding.com,3,17.1,36.7
sslusarski@zumgoity.com,1,22.6,28.7
sspringe@donware.com,1,22.1,48.9
sspringe@donware.com,2,21.8,47.7
sspringe@donware.com,3,24.6,38.4
sstem@rangreen.com,1,20.4,61.6
sstem@rangreen.com,3,20.8,36.6
sstem@rangreen.com,4,29.4,45.3
sswayze@finhigh.com,1,17.9,54.4
ssweely@funholding.com,2,20.5,41.9
stawil@rundofase.com,2,18.6,47.2
stegarden@rantouch.com,2,12.2,48.1
stillotson@doncon.com,1,15.8,50.9
stillotson@doncon.com,3,28.0,53.4
stomasulo@rundofase.com,1,23.4,39.7
sturinetti@sumace.com,2,26.2,58.8
sturinetti@year-job.com,2,22.3,44.7
suyetake@plussunin.com,1,20.0,34.2
suyetake@plussunin.com,2,24.1,47.5
suyetake@plussunin.com,7,16.8,55.3
svarriano@dontechi.com,1,25.2,54.3
svarriano@dontechi.com,2,24.4,30.1
svarriano@dontechi.com,3,24.3,42.4
svarriano@dontechi.com,4,16.9,46.1
svonasek@isdom.com,1,17.0,56.5
svonasek@plussunin.com,3,17.8,43.5
sweglarz@nam-zim.com,1,27.6,58.9
sweglarz@nam-zim.com,2,17.0,43.5
swieser@rundofase.com,1,24.2,41.2
swildfong@lexiqvolax.com,5,16.9,60.7
swolny@gogozoom.com,3,25.8,57.3
sworlds@plussunin.com,2,23.6,46.3
sworlds@plussunin.com,3,14.3,29.3
syaw@stanredtax.com,3,28.6,21.4
syaw@statholdings.com,1,22.4,52.4
syaw@statholdings.com,2,19.3,52.5
syaw@statholdings.com,3,19.5,49.6
szurcher@stanredtax.com,1,26.4,28.5
szurcher@stanredtax.com,3,18.1,47.9
tagramonte@cancity.com,1,20.4,31.5
tagramonte@cancity.com,3,23.8,50.3
tahle@rundofase.com,1,20.9,18.2
tandreason@fasehatice.com,1,21.9,62.6
tarceo@sumace.com,2,20.8,46.8
tarias@zencorporation.com,1,24.3,51.9
tarias@zencorporation.com,2,19.4,39.7
tbaltimore@dambase.com,1,17.1,41.4
tberganza@bioplex.com,4,19.0,31.8
tberganza@bioplex.com,5,32.1,43.9
tberganza@bioplex.com,8,18.3,46.8
tberray@newex.com,1,15.6,49.7
tbevelacqua@iselectrics.com,3,30.2,57.4
tbirkner@zoomit.com,3,24.4,38.9
tbrachle@codehow.com,3,21.5,52.3
tbrachle@finhigh.com,1,14.5,48.2
tbrachle@plusstrip.com,2,21.3,49.1
tbrachle@plusstrip.com,3,20.4,36.5
tbreland@finjob.com,1,16.8,37.6
tbrideau@fasehatice.com,1,24.3,51.2
tbrossart@zathunicon.com,1,31.0,40.9
tbrucato@singletechno.com,2,19.9,63.3
tcaiafa@goodsilron.com,2,26.0,31.9
tcaiafa@goodsilron.com,4,16.8,38.4
tcandlish@dalttechnology.com,1,24.9,46.3
tcaudy@conecom.com,1,27.9,39.6
tcaudy@plexzap.com,1,21.0,51.1
tcaudy@plexzap.com,3,30.2,45.1
tchaffins@lexiqvolax.com,2,25.1,27.4
tchaffins@statholdings.com,2,22.4,35.2
tclaucherty@toughzap.com,1,25.4,43.8
tclaucherty@toughzap.com,3,31.7,37.4
tcloney@openlane.com,3,24.3,53.3
tcookey@finhigh.com,2,24.0,45.5
tcork@bioholding.com,1,29.5,35.5
tcork@bioholding.com,2,17.5,41.7
tcork@bioholding.com,3,29.3,47.3
tcorrington@y-corporation.com,6,25.6,51.8
tcoyier@treequote.com,1,16.3,46.8
tdegonia@zotware.com,2,17.8,47.7
tdelasancha@konex.com,1,28.6,38.2
tdelasancha@konex.com,2,12.5,34.8
tdelasancha@konex.com,3,22.8,45.6
tdelasancha@konex.com,5,28.2,71.6
tdelasancha@konex.com,6,19.4,46.6
tdelasancha@konex.com,7,13.9,37.3
tdeleo@warephase.com,1,24.3,58.3
tdeleo@warephase.com,2,19.2,48.9
tdevreese@plusstrip.com,1,20.8,49.1
tdilello@goodsilron.com,1,21.2,58.5
tdilello@goodsilron.com,4,17.0,29.3
tdinos@sonron.com,3,19.1,53.6
tdopico@konex.com,2,14.4,55.2
tdopico@konex.com,6,23.8,40.3
tdubaldi@green-plus.com,3,24.4,39.7
teanes@plussunin.com,1,21.6,7.1
teanes@plussunin.com,3,19.7,25.3
teschberger@domzoom.com,1,21.8,42.2
tfallick@xx-zobam.com,3,24.9,46.2
tfallick@xx-zobam.com,6,12.7,60.2
tfarrar@betasoloin.com,3,19.0,36.4
tfeichtner@goodsilron.com,1,23.3,42.1
tferencz@rantouch.com,3,19.7,36.9
tfillingim@ron-tech.com,1,13.3,35.4
tfillingim@yearin.com,3,23.7,39.7
tflosi@fasehatice.com,1,15.4,63.0
tflosi@fasehatice.com,4,24.9,65.4
tfoller@zencorporation.com,1,22.5,43.9
tfoller@zencorporation.com,2,17.3,63.3
tfrerking@sumace.com,3,19.4,37.7
tfrerking@sumace.com,6,23.5,47.4
tfritz@year-job.com,1,22.5,33.8
tfritz@year-job.com,2,29.5,40.8
tgalam@kinnamplus.com,1,15.2,38.3
tgalam@kinnamplus.com,2,18.5,58.9
tgehrett@nam-zim.com,2,24.0,50.5
tgellinger@blackzim.com,1,15.1,45.3
tgellinger@blackzim.com,6,26.3,35.3
tgillian@statholdings.com,1,18.8,37.2
tglick@opentech.com,1,27.4,53.4
tglick@opentech.com,2,14.5,32.9
tgobern@hottechi.com,2,24.8,58.4
tgotter@y-corporation.com,2,24.9,45.1
thalsey@y-corporation.com,1,21.9,32.5
thalsey@y-corporation.com,2,23.1,26.7
tharnos@fasehatice.com,3,26.5,60.3
tharnos@statholdings.com,2,14.3,62.5
tharoldson@groovestreet.com,2,22.3,37.1
thiatt@dalttechnology.com,3,19.8,44.2
thirpara@finhigh.com,1,20.2,36.5
thoa@faxquote.com,1,26.5,53.5
thoffis@nam-zim.com,1,20.7,36.0
thoffis@ontomedia.com,1,23.4,51.3
thollack@newex.com,3,21.7,45.2
thoopengardner@silis.com,1,12.3,31.9
thoopengardner@silis.com,3,27.5,55.9
thoopengardner@zumgoity.com,1,19.3,64.5
thoopengardner@zumgoity.com,2,24.9,44.3
thudnall@finhigh.com,1,20.4,55.8
thudnall@finhigh.com,3,22.7,45.2
thudnall@kan-code.com,2,13.4,62.5
thudnall@konex.com,1,18.1,51.3
thusser@condax.com,1,26.3,22.1
thusser@condax.com,4,18.1,39.7
tinouye@mathtouch.com,1,17.9,52.3
tjillson@kinnamplus.com,1,18.2,36.7
tjillson@kinnamplus.com,3,24.9,52.6
tkarpin@finhigh.com,1,23.3,42.2
tkarpin@finhigh.com,2,26.0,50.6
tketelsen@goodsilron.com,1,21.8,50.9
tkiel@treequote.com,1,18.5,45.1
tkitty@betatech.com,2,20.9,40.4
tknipp@green-plus.com,4,14.7,29.3
tkusko@xx-holding.com,1,21.0,33.9
tlabreche@blackzim.com,3,14.6,47.7
tlabreche@warephase.com,1,23.1,35.2
tlace@groovestreet.com,2,21.2,44.6
tlinahan@plusstrip.com,1,17.5,43.5
tlinahan@sumace.com,2,12.9,41.3
tlinahan@sumace.com,3,16.1,40.1
tlukasik@cancity.com,2,19.9,43.2
tlukasik@cancity.com,3,19.7,41.9
tlukasik@cancity.com,5,21.5,31.3
tmaclead@openlane.com,1,22.7,50.6
tmaile@zotware.com,6,18.3,43.8
tmaillard@bioholding.com,1,19.6,38.7
tmaillard@bioholding.com,3,19.2,49.0
tmaisto@zathunicon.com,1,21.8,67.3
tmccullan@zotware.com,1,19.9,52.7
tmcnease@finjob.com,3,27.1,37.2
tmeisel@faxquote.com,2,28.6,30.5
tmenter@dalttechnology.com,1,26.4,60.8
tmonarrez@bioplex.com,1,23.4,52.4
tmonarrez@bioplex.com,2,24.5,28.7
tmondella@zathunicon.com,1,24.0,28.3
tmotley@groovestreet.com,2,21.3,47.9
tmugnolo@plusstrip.com,2,25.7,36.2
tmunis@betatech.com,3,21.5,33.0
tmunis@betatech.com,4,18.2,56.3
tmunis@faxquote.com,1,23.7,30.6
tmunis@faxquote.com,2,18.0,35.5
tmunis@faxquote.com,3,25.4,39.1
tmunis@faxquote.com,6,30.3,37.2
tnachor@finjob.com,2,21.1,57.1
tnachor@year-job.com,1,26.0,43.3
tnachor@year-job.com,3,21.0,43.7
tnicolozakes@kinnamplus.com,1,27.3,46.0
tnievas@zoomit.com,1,22.1,25.1
tnievas@zoomit.com,2,28.5,37.3
tohms@statholdings.com,1,23.1,45.7
toldroyd@rantouch.com,1,12.3,42.1
toldroyd@rantouch.com,2,22.4,41.6
toldroyd@rantouch.com,3,14.7,46.9
toldroyd@rantouch.com,4,25.4,37.1
toldroyd@rantouch.com,6,27.4,35.0
toldroyd@rantouch.com,7,19.8,43.9
tonofrio@rangreen.com,2,29.5,43.6
tonofrio@rangreen.com,3,29.0,41.1
tostolaza@donware.com,1,24.6,55.5
tpagliuca@conecom.com,2,24.9,29.9
tpalaspas@bioplex.com,1,23.6,43.1
tpalaspas@golddex.com,1,24.0,48.5
tparvis@scottech.com,3,24.6,43.7
tperin@betatech.com,2,23.8,48.9
tperruzza@ron-tech.com,1,21.1,50.1
tperruzza@ron-tech.com,2,21.9,20.9
tperruzza@ron-tech.com,6,15.7,56.7
tperruzza@ron-tech.com,9,22.7,54.8
tpugh@xx-holding.com,2,24.3,43.1
tpugh@xx-holding.com,3,21.8,65.1
trauser@sunnamplex.com,2,19.1,44.2
trauser@sunnamplex.com,3,19.4,23.7
treiber@inity.com,4,24.7,34.3
treiber@xx-holding.com,1,22.9,45.6
trentfro@streethex.com,1,18.1,45.3
trestrepo@opentech.com,2,15.3,38.4
trestrepo@opentech.com,3,23.3,31.0
trim@green-plus.com,2,21.4,41.0
trim@kan-code.com,3,29.5,43.1
trim@sunnamplex.com,1,19.6,55.2
trim@sunnamplex.com,2,24.7,42.1
trim@sunnamplex.com,3,29.1,45.8
trodeigues@yearin.com,2,17.5,38.6
trodeigues@yearin.com,4,21.8,35.9
trodenberger@hottechi.com,1,22.8,37.6
trodenberger@ontomedia.com,5,23.9,54.8
troyster@stanredtax.com,1,16.7,48.6
