email,square_footage,household_type,thermostat_setting_heating,thermostat_setting_cooling,postal_code
lmeinerding@warephase.com,2264,house,68,73,10629
lmenter@finjob.com,161,apartment,69,75,59044
lmenter@hottechi.com,3266,house,72,73,17580
lmenter@plusstrip.com,1918,condominium,75,73,37723
lmerced@silis.com,130,house,75,NULL,59007
lmerced@zumgoity.com,1193,apartment,74,71,56164
lmeteer@plusstrip.com,1151,"mobile home",69,73,17921
lmiceli@donware.com,1723,townhome,74,NULL,59866
lmiceli@inity.com,82,apartment,68,72,91365
lmiceli@newex.com,713,apartment,69,74,75223
lmiceli@silis.com,465,apartment,NULL,NULL,29608
lmirafuentes@ron-tech.com,1355,house,76,71,02467
lmiro@yearin.com,651,townhome,64,68,60144
lmondella@conecom.com,1610,townhome,NULL,73,98223
lmonterrubio@groovestreet.com,1244,apartment,69,NULL,67488
lmorasca@kinnamplus.com,1259,condominium,71,73,23085
lmorocco@newex.com,1204,house,NULL,73,33410
lmorocco@sonron.com,1281,townhome,72,69,95970
lmotley@sumace.com,757,condominium,72,NULL,47130
lmugnolo@doncon.com,769,house,70,75,42058
lmulqueen@condax.com,84,apartment,75,75,61025
lmulqueen@iselectrics.com,521,apartment,70,71,38746
lmunis@y-corporation.com,656,house,69,73,55434
lmunns@hottechi.com,1985,townhome,75,NULL,77564
lmunns@zotware.com,756,house,76,69,94708
lmyricks@openlane.com,2035,house,78,73,45383
lnabours@konmatfix.com,1589,townhome,69,71,26559
lnabours@rundofase.com,886,apartment,74,69,79344
lnachor@scottech.com,765,townhome,74,NULL,55796
lnayar@dambase.com,44,condominium,72,68,14484
lneither@iselectrics.com,896,apartment,75,73,97466
lnestle@finhigh.com,680,townhome,70,74,21659
lnewville@mathtouch.com,310,apartment,72,NULL,04920
lnewville@xx-zobam.com,230,house,73,74,56716
lnievas@betasoloin.com,1006,house,73,68,36722
lnievas@cancity.com,650,apartment,NULL,73,77024
lnunlee@scottech.com,1068,condominium,71,71,15531
logg@labdrill.com,741,townhome,70,NULL,46140
loldroyd@inity.com,1189,apartment,74,70,86337
loldroyd@kinnamplus.com,1505,house,72,71,11954
lonofrio@opentech.com,1087,house,74,NULL,83643
lonofrio@rangreen.com,788,house,73,70,45719
lostolaza@sunnamplex.com,1144,townhome,65,73,95108
lostrosky@opentech.com,217,"mobile home",70,73,56468
lpaa@dontechi.com,1095,apartment,74,72,18972
lpagliuca@lexiqvolax.com,1630,house,74,76,21754
lpalaia@hatfan.com,940,apartment,69,NULL,83251
lpalaia@nam-zim.com,1265,house,73,72,75050
lpalaia@ontomedia.com,981,house,68,74,48856
lpalaia@singletechno.com,1284,house,71,71,38281
lpalaspas@funholding.com,3202,house,71,NULL,28420
lpalaspas@labdrill.com,509,condominium,72,NULL,46220
lpapasergi@goodsilron.com,2233,house,69,NULL,34282
lpaprocki@goodsilron.com,922,house,68,74,24925
lpaprocki@year-job.com,1108,townhome,72,72,33355
lparlato@donquadtech.com,947,house,77,72,70195
lparlato@gogozoom.com,282,"mobile home",74,70,96751
lparvis@j-texon.com,1060,apartment,72,71,17223
lparvis@lexiqvolax.com,939,apartment,75,71,48472
lparvis@streethex.com,776,house,71,NULL,46058
lpatak@ontomedia.com,1261,house,68,68,27503
lpaulas@codehow.com,484,apartment,66,NULL,44620
lpawlowicz@zathunicon.com,111,condominium,71,72,04276
lperigo@lexiqvolax.com,1455,townhome,73,NULL,57223
lperin@betatech.com,1939,apartment,NULL,69,46069
lperin@ontomedia.com,632,house,NULL,69,54667
lperruzza@doncon.com,1144,house,68,73,85932
lpinilla@zumgoity.com,1619,apartment,72,74,08089
lplumer@zotware.com,1150,condominium,70,NULL,80000
lpolidori@konex.com,797,apartment,72,NULL,06247
lpolidori@zoomit.com,1338,house,74,72,70048
lpugh@conecom.com,98,townhome,71,74,32531
lpugh@yearin.com,827,apartment,78,74,81102
lradde@inity.com,2338,townhome,68,NULL,56291
lragel@iselectrics.com,917,apartment,75,72,34217
lragel@zoomit.com,1119,apartment,68,72,38066
lraymo@faxquote.com,73,apartment,74,NULL,56051
lrentfro@codehow.com,506,apartment,68,76,18848
lrhoden@inity.com,224,"mobile home",72,73,03864
lrhym@bioplex.com,2120,townhome,71,70,84523
lrhym@rundofase.com,533,"mobile home",76,72,32582
lrodeigues@kinnamplus.com,170,house,74,NULL,92108
lrodenberger@statholdings.com,689,townhome,66,71,10703
lroyster@rantouch.com,164,condominium,69,75,97493
lroyster@sumace.com,1283,apartment,73,NULL,51467
lroyster@sunnamplex.com,2531,townhome,75,73,08886
lruta@sumace.com,487,townhome,71,73,99559
lruta@yearin.com,1705,house,68,73,83343
lsahagun@betatech.com,546,condominium,NULL,NULL,75460
lsama@openlane.com,396,apartment,76,74,50536
lsamu@inity.com,562,apartment,76,72,77041
lsamu@zencorporation.com,689,townhome,74,69,92728
lsarao@lexiqvolax.com,580,townhome,68,75,72115
lsarao@rantouch.com,228,townhome,70,70,68661
lsaras@dambase.com,1065,apartment,70,72,90809
lsawchuk@plussunin.com,486,townhome,75,NULL,15754
lsayaphon@rangreen.com,85,apartment,NULL,NULL,89020
lsaylors@cancity.com,171,apartment,70,NULL,56020
lschemmer@dontechi.com,1111,apartment,69,73,13042
lscheyer@domzoom.com,64,townhome,NULL,74,83637
lscheyer@funholding.com,1501,house,70,NULL,55741
lschmaltz@betatech.com,475,condominium,66,NULL,17839
lschmaltz@golddex.com,1375,townhome,73,NULL,27040
lschnitzler@sonron.com,667,apartment,76,74,59420
lscipione@zathunicon.com,1601,apartment,72,NULL,49248
lseewald@rundofase.com,1543,apartment,75,NULL,12850
lsemidey@faxquote.com,614,apartment,77,69,71350
lsengbusch@toughzap.com,2879,house,69,73,54621
lsergi@plexzap.com,87,house,72,74,23399
lshealy@conecom.com,2073,house,NULL,70,73402
lshields@finjob.com,167,apartment,74,75,06239
lshields@groovestreet.com,902,apartment,NULL,75,78573
lshin@golddex.com,89,house,71,NULL,36346
lshinko@xx-holding.com,602,house,72,71,24111
lshire@lexiqvolax.com,1640,house,NULL,72,02090
lsilvestrini@nam-zim.com,2948,house,76,69,58705
lsilvestrini@zotware.com,775,house,71,72,55792
lsimilton@blackzim.com,622,apartment,NULL,75,04294
lsimilton@rangreen.com,1348,house,72,73,44123
lskursky@dalttechnology.com,951,house,76,NULL,18427
lskursky@ganjaflex.com,781,"mobile home",72,NULL,62356
lslayton@rundofase.com,465,"mobile home",75,73,18769
lsmith@cancity.com,1381,townhome,76,NULL,79698
lspickerman@sunnamplex.com,429,condominium,74,72,08505
lspringe@ganjaflex.com,1518,condominium,69,72,49094
lsteffensmeier@funholding.com,87,apartment,70,72,47037
lsteier@green-plus.com,1694,house,69,75,95344
lstem@bioholding.com,1115,townhome,69,76,12793
lstem@labdrill.com,1636,house,73,NULL,99622
lstimmel@iselectrics.com,1215,condominium,71,NULL,13460
lstimmel@konex.com,1095,house,76,NULL,48614
lstockham@sunnamplex.com,1289,townhome,NULL,72,94282
lstrassner@kan-code.com,1807,apartment,75,72,75422
lstuer@kan-code.com,435,apartment,70,72,63345
lsuffield@scottech.com,2307,house,73,72,23147
lsweely@rangreen.com,1176,house,73,69,41828
lsweigard@toughzap.com,716,house,75,NULL,23176
lsyrop@domzoom.com,1952,house,71,72,10110
ltagala@bioplex.com,1382,apartment,73,74,57248
ltagala@conecom.com,181,"mobile home",70,76,43981
ltawil@plusstrip.com,1347,townhome,76,74,80131
ltawil@zotware.com,117,house,73,74,92120
lthreets@blackzim.com,1256,apartment,72,NULL,32897
lthreets@rangreen.com,1859,house,73,74,74641
lthyberg@opentech.com,1209,house,75,72,79252
lthyberg@toughzap.com,1704,townhome,76,71,32683
ltimenez@isdom.com,1224,townhome,71,NULL,36114
ltimenez@rangreen.com,939,apartment,72,NULL,38560
ltjepkema@zencorporation.com,46,apartment,71,NULL,61279
ltollner@funholding.com,681,"mobile home",72,72,83201
ltollner@golddex.com,1080,apartment,75,72,13480
ltomblin@condax.com,915,apartment,71,NULL,30821
ltomblin@plusstrip.com,2278,townhome,69,72,87825
ltoyama@rundofase.com,1201,apartment,67,73,75457
ltreston@ganjaflex.com,1818,condominium,75,72,83633
ltromblay@isdom.com,1446,house,71,75,61771
lvanausdal@zumgoity.com,1576,house,72,72,67870
lvarriano@toughzap.com,1056,house,78,73,63133
lvenere@domzoom.com,903,apartment,70,70,41537
lvenere@ganjaflex.com,455,"mobile home",77,72,30412
lvenere@rangreen.com,893,apartment,73,69,00979
lventura@betasoloin.com,1563,condominium,71,73,59523
lventura@stanredtax.com,99,condominium,71,NULL,72165
lvillanueva@betasoloin.com,524,house,70,74,07642
lvinning@hatfan.com,1419,house,69,72,83114
lvizarro@condax.com,132,apartment,74,69,39501
lvizarro@hatfan.com,4371,house,78,72,28380
lwardrip@streethex.com,2162,apartment,73,72,21795
lwaymire@konmatfix.com,242,"mobile home",78,71,23454
lweglarz@cancity.com,512,condominium,72,70,37064
lweglarz@codehow.com,636,condominium,NULL,70,72522
lweglarz@conecom.com,933,apartment,70,71,71260
lweglarz@dalttechnology.com,1281,house,65,73,46176
lweirather@faxquote.com,49,apartment,72,NULL,24433
lweirather@sunnamplex.com,1092,condominium,73,NULL,60913
lwenner@blackzim.com,3488,house,70,73,24958
lwenzinger@konmatfix.com,1506,house,72,71,40292
lwhobrey@mathtouch.com,2236,house,74,72,30442
lwieser@green-plus.com,803,apartment,73,NULL,50139
lwiklund@codehow.com,293,house,69,72,66066
lwiklund@inity.com,693,apartment,NULL,72,10471
lwiklund@konex.com,813,house,73,72,30044
lwitten@dontechi.com,2179,house,74,NULL,29164
lwolfgramm@betasoloin.com,402,townhome,73,NULL,73562
lwolfgramm@scottech.com,931,apartment,75,71,12305
lwolfgramm@warephase.com,1945,house,76,76,19517
lworlds@plexzap.com,352,"mobile home",71,NULL,63469
lworlds@plussunin.com,930,condominium,NULL,71,33760
lwrinkles@blackzim.com,474,apartment,75,NULL,36109
lyglesias@dalttechnology.com,1661,house,76,75,04290
lyori@ganjaflex.com,637,condominium,68,74,98570
lyori@opentech.com,149,apartment,73,NULL,73547
lyori@zoomit.com,1233,apartment,77,74,21912
lyum@lexiqvolax.com,355,apartment,74,NULL,16253
lyum@ontomedia.com,606,townhome,72,75,81022
lzane@y-corporation.com,792,apartment,72,NULL,72381
mabdallah@kan-code.com,550,apartment,NULL,73,97467
macuff@iselectrics.com,1486,house,70,73,18256
madkin@faxquote.com,578,apartment,71,74,46207
madkin@silis.com,1411,house,75,68,72327
mahle@kinnamplus.com,785,apartment,NULL,72,29636
malbares@goodsilron.com,1538,house,NULL,71,16422
mamigon@donquadtech.com,1386,house,73,70,37879
mamigon@ganjaflex.com,646,apartment,70,71,04330
mamigon@statholdings.com,201,"mobile home",73,NULL,99791
mamyot@fasehatice.com,3490,house,70,NULL,92418
mandreason@domzoom.com,430,townhome,74,75,32504
mandreason@faxquote.com,845,townhome,74,NULL,93013
mankeny@ron-tech.com,137,house,75,76,84328
maquas@conecom.com,577,townhome,NULL,72,54499
maquas@plussunin.com,848,condominium,76,69,65299
marceo@bioplex.com,755,apartment,69,72,42431
maredondo@nam-zim.com,204,house,65,72,33121
masar@zumgoity.com,1067,apartment,73,72,51342
mauber@hottechi.com,590,apartment,68,70,14004
mauffrey@blackzim.com,1351,apartment,74,72,48806
mauffrey@inity.com,488,apartment,76,73,66858
mauffrey@kan-code.com,1011,apartment,75,73,02672
mauffrey@zotware.com,1172,house,72,70,25090
mbartolet@betatech.com,475,apartment,73,72,46619
mbatman@doncon.com,4618,house,75,NULL,70631
mbenimadho@finhigh.com,1497,house,74,68,90046
mbenimadho@green-plus.com,2221,house,68,71,45855
mbenimadho@stanredtax.com,902,house,NULL,73,33672
mbennick@lexiqvolax.com,993,apartment,71,75,19058
mberganza@green-plus.com,139,house,69,75,56633
mberray@groovestreet.com,2056,apartment,72,NULL,32890
mbiddy@j-texon.com,2500,condominium,72,72,23890
mbiddy@rundofase.com,1620,townhome,69,70,33572
mbiddy@zumgoity.com,1190,condominium,78,NULL,77065
mbilden@donware.com,2058,condominium,71,68,64439
mbirkner@inity.com,1518,house,73,74,93110
mbirkner@lexiqvolax.com,1463,house,65,73,75016
mbirkner@stanredtax.com,951,townhome,71,71,98019
mbitsuie@bioplex.com,1119,apartment,74,73,56093
mblackwood@mathtouch.com,1021,condominium,NULL,72,63588
mbookamer@finjob.com,1015,apartment,75,70,57070
mbourbon@betatech.com,323,"mobile home",76,70,71671
mbourbon@statholdings.com,1410,apartment,74,75,25703
mbrachle@konex.com,573,townhome,67,76,48891
mbriddick@funholding.com,378,apartment,71,73,22650
mbriddick@ganjaflex.com,900,condominium,72,73,00985
mbrossart@sonron.com,53,apartment,71,NULL,93531
mbrucato@dambase.com,1025,apartment,NULL,76,24280
mbubash@streethex.com,615,townhome,76,NULL,68960
mbutt@goodsilron.com,1589,apartment,74,NULL,45682
mbutzen@bioplex.com,1008,apartment,72,74,50278
mbutzen@lexiqvolax.com,344,apartment,NULL,NULL,81419
mbuvens@streethex.com,505,apartment,NULL,69,41831
mcaiafa@blackzim.com,1769,apartment,NULL,NULL,87057
mcaldarera@blackzim.com,494,apartment,65,76,66752
mcallaro@domzoom.com,943,apartment,70,NULL,94278
mcampain@rangreen.com,1508,apartment,73,75,68874
mcandlish@nam-zim.com,431,apartment,76,73,13071
mcanlas@donquadtech.com,281,"mobile home",NULL,NULL,86427
mcanlas@zotware.com,1913,house,73,72,38281
mcaudy@newex.com,1309,apartment,NULL,NULL,38826
mcaudy@xx-zobam.com,2411,house,68,73,55315
mchui@betatech.com,628,apartment,70,74,12204
mchui@funholding.com,1493,townhome,76,73,28747
mchui@isdom.com,1448,condominium,75,72,61202
mcolla@donware.com,124,house,70,76,04086
mcomnick@hottechi.com,924,house,64,NULL,59640
mcorrio@finhigh.com,238,"mobile home",68,71,97625
mdallen@mathtouch.com,889,house,NULL,NULL,58311
mdarakjy@stanredtax.com,964,apartment,75,73,29206
mdelasancha@j-texon.com,99,house,NULL,NULL,61932
mdelasancha@xx-zobam.com,376,"mobile home",70,NULL,22948
mdenooyer@rantouch.com,1368,townhome,73,71,24102
mdenooyer@yearin.com,1543,house,76,70,04774
mdewar@mathtouch.com,51,"mobile home",76,73,49777
mdhamer@hottechi.com,2101,townhome,75,NULL,80516
mdhamer@konex.com,1818,house,73,73,33135
mdhamer@plusstrip.com,930,apartment,76,72,14538
mdiestel@ontomedia.com,1411,house,72,73,65302
mdinos@blackzim.com,908,house,74,73,91521
mdinos@plussunin.com,86,apartment,NULL,76,37851
mdopico@condax.com,1725,house,71,72,24115
mdubaldi@j-texon.com,2184,house,71,69,78725
mduenas@betasoloin.com,830,apartment,69,NULL,42351
mduenas@konex.com,815,house,76,73,35202
meanes@bioplex.com,803,house,75,73,15774
mehmann@yearin.com,129,house,NULL,NULL,33587
memard@faxquote.com,716,house,76,69,80420
memard@inity.com,377,condominium,75,73,76469
memigh@blackzim.com,583,apartment,72,72,27711
mengelberg@sonron.com,2129,house,77,74,77002
mengelberg@zumgoity.com,1393,house,75,NULL,73842
meroman@singletechno.com,104,house,74,71,31520
meschberger@dalttechnology.com,1345,apartment,69,72,48157
mestell@j-texon.com,1067,apartment,75,NULL,67485
mestell@scottech.com,831,apartment,NULL,NULL,94525
mfallick@finhigh.com,434,apartment,74,NULL,34737
mfallick@iselectrics.com,824,house,65,73,61776
mfeichtner@openlane.com,751,house,72,75,68071
mfeichtner@zathunicon.com,1449,house,69,NULL,91381
mferencz@codehow.com,931,house,NULL,NULL,20191
mfern@green-plus.com,103,apartment,NULL,70,82703
mferrario@yearin.com,916,apartment,69,74,30224
mfillingim@bioplex.com,608,condominium,74,69,56727
mfillingim@kinnamplus.com,2465,condominium,65,NULL,73659
mfishburne@newex.com,728,house,75,73,42223
mflosi@streethex.com,564,apartment,75,70,20544
mfoller@codehow.com,1529,house,76,NULL,77704
mfoller@dontechi.com,1628,condominium,70,NULL,87564
mfortino@scottech.com,218,house,NULL,71,36916
mfrancescon@betatech.com,796,townhome,77,75,02029
mfrerking@bioplex.com,1544,apartment,73,70,14111
mfritz@labdrill.com,1345,townhome,73,NULL,46543
mgalam@xx-holding.com,690,apartment,77,NULL,64106
mgarufi@betasoloin.com,1023,apartment,76,NULL,17078
mgarufi@nam-zim.com,1427,townhome,77,NULL,54234
mgato@ganjaflex.com,635,condominium,68,NULL,71233
mgesick@donware.com,535,house,76,75,05842
mgesick@labdrill.com,1121,condominium,NULL,73,28203
mgiguere@zotware.com,199,condominium,73,73,67951
mgillaspie@j-texon.com,532,apartment,76,71,21014
mgillaspie@zumgoity.com,38,"mobile home",72,69,32726
mgillian@sonron.com,439,apartment,75,NULL,42054
mgleich@y-corporation.com,925,house,71,74,43207
mglick@stanredtax.com,1015,house,69,68,77841
mgobern@plussunin.com,1855,apartment,66,71,27854
mgochal@isdom.com,1394,house,71,NULL,68520
mgoldammer@zoomit.com,907,apartment,73,NULL,58461
mgreenbush@year-job.com,1063,townhome,68,75,24482
mgreenbush@zencorporation.com,405,apartment,70,71,57779
mgudroe@doncon.com,2024,house,75,NULL,36901
mgudroe@zencorporation.com,563,apartment,76,NULL,58436
mhalter@gogozoom.com,552,condominium,68,71,88345
mhanafan@hatfan.com,1417,house,76,73,41004
mharabedian@finhigh.com,1330,house,NULL,74,03257
mharabedian@xx-zobam.com,101,house,73,NULL,48707
mharoldson@year-job.com,851,house,NULL,NULL,90407
mhauenstein@labdrill.com,464,"mobile home",75,72,19465
mheintzman@codehow.com,2332,house,69,71,62721
mhellickson@konex.com,823,house,74,76,72352
mhiatt@rantouch.com,1759,house,NULL,NULL,35085
mhidvegi@rundofase.com,481,apartment,68,72,02858
mhidvegi@sumace.com,115,apartment,NULL,73,14692
mhirpara@cancity.com,1484,condominium,77,73,03907
mhixenbaugh@kinnamplus.com,1023,apartment,72,73,54454
mhoa@bioplex.com,756,apartment,67,NULL,91380
mhoneywell@betatech.com,563,house,NULL,74,06927
mhoneywell@sumace.com,1677,townhome,70,72,93429
mhoogland@betatech.com,1402,apartment,69,72,56742
mhughey@zencorporation.com,1841,house,NULL,72,66040
mhusser@doncon.com,2036,house,77,71,77479
minouye@faxquote.com,689,condominium,68,73,44103
misenhower@lexiqvolax.com,903,apartment,76,71,83335
miturbide@betasoloin.com,838,apartment,72,73,73113
mjeanty@betatech.com,773,condominium,64,70,37820
mjeanty@finjob.com,1179,apartment,NULL,72,67026
mjillson@betatech.com,569,condominium,73,71,35216
mjulia@fasehatice.com,1139,condominium,70,72,15003
mjulia@newex.com,454,townhome,NULL,72,24102
mjulia@warephase.com,1510,house,77,72,40287
mjuvera@newex.com,830,condominium,74,70,15112
mjuvera@plusstrip.com,1601,townhome,73,NULL,23065
mkampa@singletechno.com,872,apartment,74,NULL,07451
mkaniecki@cancity.com,1323,apartment,71,73,78268
mkarpel@dontechi.com,1218,townhome,77,69,71653
mkeneipp@betasoloin.com,679,apartment,74,NULL,15204
mkeneipp@dambase.com,1114,townhome,NULL,NULL,13093
mketelsen@isdom.com,234,"mobile home",NULL,NULL,10185
mkines@singletechno.com,2676,townhome,NULL,73,56085
mkitty@newex.com,746,townhome,76,75,35178
mklonowski@finhigh.com,1167,apartment,71,71,28458
mklonowski@finjob.com,1063,apartment,72,70,29103
mkohl@domzoom.com,1421,condominium,77,76,32511
mkohl@zathunicon.com,1147,house,76,74,25247
mkolmetz@bioholding.com,877,apartment,68,73,57105
mkoppinger@goodsilron.com,566,apartment,70,NULL,15857
mkoppinger@sonron.com,1645,house,NULL,71,57477
mkorando@finjob.com,623,townhome,75,NULL,47925
mkorando@sonron.com,2261,house,72,72,55741
mkownacki@isdom.com,1378,house,71,NULL,28790
mkulzer@fasehatice.com,1762,condominium,72,NULL,49074
mlabreche@donware.com,407,apartment,75,NULL,78833
mlary@singletechno.com,1142,townhome,72,68,36722
mlatzke@condax.com,1221,apartment,71,76,73072
mlatzke@hottechi.com,632,condominium,75,73,02454
mlatzke@openlane.com,4035,condominium,69,NULL,03570
mlatzke@zumgoity.com,1685,house,NULL,71,90624
mlawler@ontomedia.com,1088,house,71,71,15547
mlayous@green-plus.com,458,apartment,73,72,00953
mleinenbach@donquadtech.com,1368,apartment,NULL,72,28373
mleto@plusstrip.com,1622,house,74,71,12189
mlinahan@isdom.com,1159,condominium,67,75,71743
mlindall@opentech.com,1300,townhome,70,75,51430
mloder@year-job.com,995,apartment,74,NULL,85620
mlother@condax.com,790,apartment,NULL,NULL,64434
mlouissant@xx-zobam.com,830,apartment,69,72,73531
mluczki@rantouch.com,1409,townhome,NULL,72,46058
mlueckenbach@finhigh.com,672,apartment,67,74,41607
mlueckenbach@ontomedia.com,2187,townhome,70,NULL,72101
mlungren@silis.com,337,apartment,73,NULL,41837
mmaillard@stanredtax.com,1573,townhome,71,75,47234
mmaisto@finjob.com,1346,house,69,NULL,13478
mmalet@plussunin.com,2430,house,NULL,NULL,71660
mmalvin@betasoloin.com,2327,townhome,71,74,70310
mmanno@faxquote.com,1287,house,72,73,97541
mmanno@nam-zim.com,1156,condominium,72,73,68508
