email,order_entered,energy_efficiency_ratio
vkarpel@labdrill.com,1,5.4
vkeener@sumace.com,1,2.4
vkeener@sumace.com,2,2.2
vkeener@sumace.com,3,10.1
vkeneipp@kan-code.com,3,3.0
vkeneipp@kan-code.com,4,2.6
vkitzman@plusstrip.com,1,2.6
vklusman@opentech.com,1,5.5
vkorando@rangreen.com,3,0.8
vlapage@dalttechnology.com,1,1.3
vlapage@dalttechnology.com,3,1.6
vleto@nam-zim.com,1,2.1
vleto@nam-zim.com,2,1.9
vmaile@year-job.com,1,4.5
vmastella@singletechno.com,1,0.8
vmatuszak@iselectrics.com,2,2.3
vmaybury@faxquote.com,1,1.9
vmaybury@faxquote.com,6,3.0
vmccullan@konmatfix.com,1,3.8
vmulqueen@isdom.com,1,15.8
vmunis@zathunicon.com,3,5.0
vmunns@plussunin.com,2,2.1
vmyricks@betasoloin.com,1,1.9
vmyricks@betasoloin.com,3,1.7
vnestle@gogozoom.com,2,1.5
vnestle@gogozoom.com,4,3.0
vogg@xx-zobam.com,1,1.7
vogg@xx-zobam.com,3,1.4
vogg@xx-zobam.com,4,10.4
vostolaza@dontechi.com,1,2.0
vostolaza@dontechi.com,2,3.4
vostolaza@dontechi.com,4,2.7
vpontoriero@inity.com,2,4.2
vregusters@zathunicon.com,1,1.1
vregusters@zathunicon.com,2,1.1
vregusters@zathunicon.com,3,5.0
vrim@finjob.com,1,3.1
vrim@finjob.com,2,1.1
vrodefer@plexzap.com,1,2.5
vrodefer@plexzap.com,3,2.3
vroyster@zathunicon.com,1,3.1
vroyster@zathunicon.com,2,1.1
vsahagun@fasehatice.com,2,1.0
vshields@konmatfix.com,3,2.8
vshields@lexiqvolax.com,2,7.6
vshields@lexiqvolax.com,3,7.8
vstimmel@betatech.com,1,6.5
vstimmel@betatech.com,3,1.9
vstimmel@betatech.com,4,1.9
vstimmel@betatech.com,6,1.4
vstockham@y-corporation.com,1,2.6
vstorment@donquadtech.com,1,3.8
vstuer@dambase.com,4,9.3
vstuer@dambase.com,5,5.4
vsweigard@betatech.com,4,4.3
vsweigard@xx-zobam.com,1,7.7
vtagala@golddex.com,4,9.5
vthreets@donware.com,2,1.2
vthreets@donware.com,3,1.7
vtollner@plussunin.com,3,8.0
vtollner@plussunin.com,5,3.1
vtollner@plussunin.com,10,2.3
vturinetti@konex.com,2,3.6
vturinetti@konex.com,3,1.9
vupthegrove@dalttechnology.com,1,17.8
vupthegrove@dalttechnology.com,6,1.8
vupthegrove@dalttechnology.com,8,2.1
vvarriano@inity.com,3,2.9
vvarriano@inity.com,4,3.5
vweglarz@cancity.com,1,1.0
vweglarz@cancity.com,2,1.6
vweight@lexiqvolax.com,2,1.7
vweirather@konex.com,1,6.6
vwenzinger@zathunicon.com,2,2.5
vwenzinger@zathunicon.com,3,1.5
vwenzinger@zathunicon.com,6,1.7
vwenzinger@zathunicon.com,7,7.4
vyaw@cancity.com,1,2.6
vyaw@cancity.com,3,3.5
vzagen@condax.com,4,2.0
wagramonte@blackzim.com,1,4.0
wauffrey@sumace.com,1,5.3
wbatman@stanredtax.com,1,2.5
wbatman@stanredtax.com,4,4.9
wberganza@stanredtax.com,1,1.6
wberganza@stanredtax.com,2,1.3
wberganza@stanredtax.com,3,3.3
wberray@j-texon.com,1,2.3
wbowley@scottech.com,4,2.1
wbowley@scottech.com,7,9.3
wbrachle@bioholding.com,1,0.7
wbrachle@bioholding.com,2,0.2
wbrachle@bioholding.com,3,0.3
wbrachle@groovestreet.com,2,5.8
wbrachle@groovestreet.com,3,12.5
wcloney@dambase.com,1,3.0
wcloney@dambase.com,2,2.2
wcloney@dambase.com,3,2.6
wcloney@dambase.com,5,1.7
wcorrio@kan-code.com,2,2.7
wdickerson@faxquote.com,1,1.9
wdickerson@faxquote.com,4,1.7
wemigh@mathtouch.com,3,4.1
wfallick@plusstrip.com,1,1.3
wfallick@plusstrip.com,2,2.7
wfallick@plusstrip.com,3,1.1
wfallick@plusstrip.com,5,2.0
wfeichtner@ontomedia.com,2,3.6
wferencz@konmatfix.com,1,2.7
wferencz@konmatfix.com,2,2.1
wferencz@openlane.com,2,2.0
wferencz@openlane.com,3,1.7
wferencz@openlane.com,4,2.1
wfoller@stanredtax.com,2,0.8
wfoller@stanredtax.com,3,1.0
wgiguere@nam-zim.com,2,5.0
wgiguere@nam-zim.com,4,4.1
wgoldammer@zotware.com,1,2.4
wgoldammer@zotware.com,3,2.4
whauenstein@streethex.com,3,2.3
wheintzman@rangreen.com,4,4.4
whoopengardner@donquadtech.com,1,1.8
whoopengardner@donquadtech.com,4,0.8
wjillson@finjob.com,1,4.7
wjillson@finjob.com,2,3.0
wkampa@stanredtax.com,6,13.2
wkoppinger@ontomedia.com,3,2.0
wkoppinger@rantouch.com,2,8.9
wkoppinger@rantouch.com,6,2.1
wkownacki@treequote.com,1,9.7
wkownacki@treequote.com,4,4.0
wkulzer@plexzap.com,1,10.7
wkulzer@plexzap.com,2,1.5
wkulzer@plexzap.com,3,2.1
wmartabano@green-plus.com,3,1.9
wmartabano@green-plus.com,6,4.6
wmcdoniel@condax.com,1,8.1
wmcnease@toughzap.com,1,12.2
wmiro@bioplex.com,2,10.4
wmodzelewski@blackzim.com,1,7.0
wmondella@rangreen.com,3,3.5
wmontezuma@zotware.com,1,4.8
wmotley@opentech.com,1,5.4
wneither@bioholding.com,2,0.7
wnestle@fasehatice.com,1,1.6
wpapasergi@finjob.com,2,0.7
wpawlowicz@rantouch.com,4,2.5
wpinilla@toughzap.com,1,4.0
wpinilla@toughzap.com,2,3.4
wpoquette@betasoloin.com,1,4.1
wpoquette@betasoloin.com,3,1.9
wpoquette@betasoloin.com,5,1.5
wpoquette@betasoloin.com,6,3.2
wpoquette@betasoloin.com,8,1.3
wroyster@donware.com,2,1.6
wschieler@condax.com,1,6.2
wschieler@condax.com,2,4.4
wschieler@condax.com,6,3.9
wschieler@kinnamplus.com,1,1.1
wschieler@kinnamplus.com,2,0.4
wschnitzler@donware.com,1,5.0
wschnitzler@donware.com,2,2.6
wschnitzler@donware.com,3,2.0
wstockham@yearin.com,1,1.4
wstockham@yearin.com,2,1.2
wstockham@yearin.com,4,1.7
wstrassner@golddex.com,4,2.5
wtheodorov@zoomit.com,3,4.3
wthyberg@openlane.com,1,6.2
wtreston@cancity.com,5,1.1
wweglarz@conecom.com,1,1.8
wwildfong@bioholding.com,1,1.7
wwildfong@bioholding.com,2,1.3
xbaltimore@ganjaflex.com,2,2.6
xbiddy@domzoom.com,1,5.0
xcanlas@blackzim.com,2,4.7
xcanlas@blackzim.com,6,7.0
xfarrow@zencorporation.com,2,5.2
xhaufler@donquadtech.com,1,3.6
xhaufler@donquadtech.com,2,2.1
xmeinerding@konex.com,2,1.1
xmeinerding@konex.com,3,3.1
xmondella@green-plus.com,1,2.2
xmondella@green-plus.com,3,1.7
xnicka@gogozoom.com,1,4.6
xsteier@streethex.com,1,14.1
xstuer@y-corporation.com,1,8.5
yangalich@dalttechnology.com,2,0.4
yangalich@dalttechnology.com,3,0.4
ybevelacqua@dontechi.com,1,3.1
ybrucato@donquadtech.com,5,2.7
ybruschke@konmatfix.com,1,1.7
ybutzen@sunnamplex.com,2,1.2
ybutzen@sunnamplex.com,4,3.7
ychaffins@fasehatice.com,5,1.1
ychaffins@fasehatice.com,6,8.2
ycoody@faxquote.com,3,3.4
yfarrow@inity.com,2,8.3
yferencz@bioholding.com,1,0.7
yferencz@kinnamplus.com,2,6.8
ygibes@codehow.com,1,1.9
ygibes@codehow.com,4,1.1
yglick@rundofase.com,1,15.2
yheintzman@donware.com,1,10.0
yheintzman@donware.com,4,1.6
yhellickson@plexzap.com,1,2.2
yjacobos@plexzap.com,1,6.9
yjacobos@plexzap.com,4,1.7
yjacobos@plexzap.com,5,6.1
ykardas@groovestreet.com,1,1.6
ykardas@groovestreet.com,2,4.9
ykardas@groovestreet.com,3,4.1
ykitty@domzoom.com,2,1.6
ykonopacki@plexzap.com,2,1.1
ykusko@betasoloin.com,1,1.0
ylatzke@gogozoom.com,2,2.8
ylatzke@gogozoom.com,3,5.8
ylipkin@rantouch.com,1,4.1
ymeisel@statholdings.com,1,5.2
ymeisel@statholdings.com,2,5.4
ymeisel@statholdings.com,7,19.9
ymotley@domzoom.com,2,2.3
ymotley@domzoom.com,4,3.3
ymotley@domzoom.com,5,2.5
ypapasergi@sonron.com,2,5.8
ypapasergi@sonron.com,3,3.9
ypatak@zathunicon.com,3,5.6
yperigo@xx-zobam.com,1,2.3
ypoquette@zotware.com,2,2.7
ysengbusch@rantouch.com,5,2.9
yshadrick@sumace.com,1,1.9
yshadrick@sumace.com,2,0.9
ysuell@dambase.com,2,3.0
ysuell@dambase.com,7,1.9
ytomblin@scotfind.com,1,13.6
ywalthall@hottechi.com,3,3.5
ywalthall@zathunicon.com,1,2.9
yyum@golddex.com,3,1.5
yyum@yearin.com,1,0.6
yyum@yearin.com,2,1.5
yyum@yearin.com,3,1.2
zbutt@hottechi.com,1,2.5
zbutt@hottechi.com,2,1.2
zgillian@bioholding.com,1,3.0
zgrenet@hatfan.com,2,1.5
zgrenet@hatfan.com,3,5.0
zrodeigues@scottech.com,2,1.9
zrodeigues@scottech.com,3,0.5
